,item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type,clean_description,clean_tags,clean_category,clean_features,semantic_features
137,138,Labu Sayong Bd Kraf,"Specializes in handmade labu sayong, a traditional Perak water pitcher made from clay.","pottery, labu sayong, perak, heritage",Arts & Crafts,Kuala Kangsar,Perak,20,150,9:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.9,HO135,BD KRAF Enterprise,011-220 1443,https://www.facebook.com/LabuSayongBDKraf,9:00:00,18:00:00,Paid,specializes handmade labu sayong traditional perak water pitcher made clay,pottery labu sayong perak heritage,art craft,specializes handmade labu sayong traditional perak water pitcher made clay pottery labu sayong perak heritage pottery labu sayong perak heritage pottery labu sayong perak heritage art craft art craft ,specializes handmade labu sayong traditional perak water pitcher made clay pottery labu sayong perak heritage art craft
138,139,Kraftangan Kuala Kangsar No. C-1,"Handicraft shop featuring Perakâ€™s signature pottery, songket, and souvenirs.","craft, perak, souvenir, pottery",Arts & Crafts,Kuala Kangsar,Perak,15,200,9:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.8,HO136,Kraftangan Kuala Kangsar,013-887 9300,https://www.kraftangan.gov.my,9:00:00,18:00:00,Paid,handicraft shop featuring peraks signature pottery songket souvenir,craft perak souvenir pottery,art craft,handicraft shop featuring peraks signature pottery songket souvenir craft perak souvenir pottery craft perak souvenir pottery craft perak souvenir pottery art craft art craft ,handicraft shop featuring peraks signature pottery songket souvenir craft perak souvenir pottery art craft
139,140,Kt Kraf,"Local craft supplier producing custom batik, wood, and woven items.","batik, craft, local, handmade",Arts & Crafts,Ipoh,Perak,10,100,9:00 AM â€“ 5:00 PM,Monday â€“ Saturday,Sunday,4.7,HO137,KT Kraf,016-223 9088,https://www.facebook.com/KTKraf,9:00:00,17:00:00,Paid,local craft supplier producing custom batik wood woven item,batik craft local handmade,art craft,local craft supplier producing custom batik wood woven item batik craft local handmade batik craft local handmade batik craft local handmade art craft art craft ,local craft supplier producing custom batik wood woven item batik craft local handmade art craft
140,141,Kuala Sepetang Eco Tourism,"Explore mangrove forests, charcoal kilns, and fishing villages through guided eco tours in Kuala Sepetang.","eco tourism, mangrove, perak, nature",Nature & Eco,Kuala Sepetang,Perak,25,100,8:00 AM â€“ 7:00 PM,Daily,Not mentioned,4.9,HO138,Kuala Sepetang Eco Team,019-574 7078,https://www.facebook.com/KualaSepetangEcoTourism,8:00:00,19:00:00,Paid,explore mangrove forest charcoal kiln fishing village guided eco tour kuala sepetang,eco tourism mangrove perak nature,nature eco,explore mangrove forest charcoal kiln fishing village guided eco tour kuala sepetang eco tourism mangrove perak nature eco tourism mangrove perak nature eco tourism mangrove perak nature nature eco nature eco ,explore mangrove forest charcoal kiln fishing village guided eco tour kuala sepetang eco tourism mangrove perak nature nature eco
141,142,Nomad Adventure Sdn Bhd,"Offers outdoor adventure activities such as white-water rafting, caving, and team-building in Gopeng, Perak.","adventure, eco, outdoor, perak",Nature & Eco,Gopeng,Perak,80,250,9:00 AM â€“ 6:00 PM,Daily,Not mentioned,5,HO139,Nomad Adventure,013-277 0500,https://nomadadventure.com,9:00:00,18:00:00,Paid,offer outdoor adventure activity whitewater rafting caving teambuilding gopeng perak,adventure eco outdoor perak,nature eco,offer outdoor adventure activity whitewater rafting caving teambuilding gopeng perak adventure eco outdoor perak adventure eco outdoor perak adventure eco outdoor perak nature eco nature eco ,offer outdoor adventure activity whitewater rafting caving teambuilding gopeng perak adventure eco outdoor perak nature eco
142,143,Hami Ecofarm,"Eco farm in Perak offering agricultural tours, organic produce, and hands-on farming experiences.","eco farm, agriculture, nature, perak",Nature & Eco,Batu Gajah,Perak,15,60,9:00 AM â€“ 5:00 PM,Daily,Not mentioned,4.8,HO140,Hami EcoFarm,011-1062 9023,https://www.facebook.com/HamiEcoFarm,9:00:00,17:00:00,Paid,eco farm perak offering agricultural tour organic produce handson farming experience,eco farm agriculture nature perak,nature eco,eco farm perak offering agricultural tour organic produce handson farming experience eco farm agriculture nature perak eco farm agriculture nature perak eco farm agriculture nature perak nature eco nature eco ,eco farm perak offering agricultural tour organic produce handson farming experience eco farm agriculture nature perak nature eco
143,144,Ya Harumanis Perlis Original,"Local business selling fresh Harumanis mangoes, a signature fruit of Perlis.","food, harumanis, perlis, fruit",Food & Culinary,Kangar,Perlis,10,50,8:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.8,HO141,YA Harumanis,012-777 8822,https://www.facebook.com/YAHarumanis,8:00:00,18:00:00,Paid,local business selling fresh harumanis mango signature fruit perlis,food harumanis perlis fruit,food culinary,local business selling fresh harumanis mango signature fruit perlis food harumanis perlis fruit food harumanis perlis fruit food harumanis perlis fruit food culinary food culinary ,local business selling fresh harumanis mango signature fruit perlis food harumanis perlis fruit food culinary
144,145,Naimah Harumanis Perlis Asli,Family-owned Harumanis mango seller promoting authentic Perlis-grown produce.,"food, harumanis, perlis, local",Food & Culinary,Arau,Perlis,15,60,8:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.7,HO142,Naimah Harumanis,013-889 1123,https://www.facebook.com/NaimahHarumanis,8:00:00,18:00:00,Paid,familyowned harumanis mango seller promoting authentic perlisgrown produce,food harumanis perlis local,food culinary,familyowned harumanis mango seller promoting authentic perlisgrown produce food harumanis perlis local food harumanis perlis local food harumanis perlis local food culinary food culinary ,familyowned harumanis mango seller promoting authentic perlisgrown produce food harumanis perlis local food culinary
145,146,Perusahaan Abdullah Sekeluarga,"Collection and sales center for Harumanis mangoes, offering fresh and seasonal products.","harumanis, perlis, food, mango",Food & Culinary,Pauh,Perlis,20,70,8:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.8,HO143,Abdullah Harumanis,014-221 4432,https://www.facebook.com/AbdullahHarumanis,8:00:00,18:00:00,Paid,collection sale center harumanis mango offering fresh seasonal product,harumanis perlis food mango,food culinary,collection sale center harumanis mango offering fresh seasonal product harumanis perlis food mango harumanis perlis food mango harumanis perlis food mango food culinary food culinary ,collection sale center harumanis mango offering fresh seasonal product harumanis perlis food mango food culinary
146,147,Khn Harum Manis,"Retailer specializing in premium Harumanis mangoes, available for delivery nationwide.","harumanis, perlis, food, fruit",Food & Culinary,Kuala Perlis,Perlis,20,100,8:00 AM â€“ 8:00 PM,Daily,Not mentioned,4.9,HO144,KHN Harum Manis,017-800 9922,https://www.facebook.com/KHNHarumManis,8:00:00,20:00:00,Paid,retailer specializing premium harumanis mango available delivery nationwide,harumanis perlis food fruit,food culinary,retailer specializing premium harumanis mango available delivery nationwide harumanis perlis food fruit harumanis perlis food fruit harumanis perlis food fruit food culinary food culinary ,retailer specializing premium harumanis mango available delivery nationwide harumanis perlis food fruit food culinary
147,148,Bot Ronda Murah Tasik Santuari Hopping,Affordable boat tours exploring scenic lakes and natural sanctuaries in Perlis.,"eco tour, lake, perlis, nature",Nature & Eco,Tasik Melati,Perlis,15,40,9:00 AM â€“ 5:00 PM,Daily,Monday,4.7,HO145,Tasik Santuari Crew,018-889 4421,https://www.facebook.com/TasikSantuariTour,9:00:00,17:00:00,Paid,affordable boat tour exploring scenic lake natural sanctuary perlis,eco tour lake perlis nature,nature eco,affordable boat tour exploring scenic lake natural sanctuary perlis eco tour lake perlis nature eco tour lake perlis nature eco tour lake perlis nature nature eco nature eco ,affordable boat tour exploring scenic lake natural sanctuary perlis eco tour lake perlis nature nature eco
148,149,Choley Kampung Warna Warni Kuala Perlis,"Colorful village attraction with vibrant murals, local food stalls, and seaside views.","village, tourism, perlis, culture",Nature & Eco,Kuala Perlis,Perlis,0,0,8:00 AM â€“ 7:00 PM,Daily,Not mentioned,4.8,HO146,Kampung Warna Warni,011-909 2299,https://www.facebook.com/KampungWarnaWarni,8:00:00,19:00:00,Free / Not mentioned,colorful village attraction vibrant mural local food stall seaside view,village tourism perlis culture,nature eco,colorful village attraction vibrant mural local food stall seaside view village tourism perlis culture village tourism perlis culture village tourism perlis culture nature eco nature eco ,colorful village attraction vibrant mural local food stall seaside view village tourism perlis culture nature eco
149,150,Perlis Vineyard,"Vineyard attraction in Perlis offering fruit-picking, wine tasting, and scenic views.","vineyard, agro tourism, perlis, fruit",Nature & Eco,Chuping,Perlis,20,80,9:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.9,HO147,Perlis Vineyard,016-778 1200,https://www.facebook.com/PerlisVineyard,9:00:00,18:00:00,Paid,vineyard attraction perlis offering fruitpicking wine tasting scenic view,vineyard agro tourism perlis fruit,nature eco,vineyard attraction perlis offering fruitpicking wine tasting scenic view vineyard agro tourism perlis fruit vineyard agro tourism perlis fruit vineyard agro tourism perlis fruit nature eco nature eco ,vineyard attraction perlis offering fruitpicking wine tasting scenic view vineyard agro tourism perlis fruit nature eco
150,151,Cameron Highlands Day Tour From Ipoh With Mossy Forest,"A guided day trip from Ipoh featuring the famous Mossy Forest, tea plantations, and local attractions in Cameron Highlands.","nature, tour, cameron highlands, eco",Nature & Eco,Cameron Highlands,Pahang,150,300,8:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.9,HO148,Cameron Eco Tour,017-889 4421,https://www.facebook.com/CameronEcoTour,8:00:00,18:00:00,Paid,guided day trip ipoh featuring famous mossy forest tea plantation local attraction cameron highland,nature tour cameron highland eco,nature eco,guided day trip ipoh featuring famous mossy forest tea plantation local attraction cameron highland nature tour cameron highland eco nature tour cameron highland eco nature tour cameron highland eco nature eco nature eco ,guided day trip ipoh featuring famous mossy forest tea plantation local attraction cameron highland nature tour cameron highland eco nature eco
151,152,Taman Eko Rimba Sungai Pauh,"A popular eco park and camping site surrounded by lush greenery, perfect for picnics and family recreation.","eco park, camping, nature, cameron highlands",Nature & Eco,Cameron Highlands,Pahang,5,10,8:00 AM â€“ 6:00 PM,Daily,Tuesday,4.8,HO149,Jabatan Perhutanan Pahang,09-573 2911,https://www.forestry.gov.my,8:00:00,18:00:00,Paid,popular eco park camping site surrounded lush greenery perfect picnic family recreation,eco park camping nature cameron highland,nature eco,popular eco park camping site surrounded lush greenery perfect picnic family recreation eco park camping nature cameron highland eco park camping nature cameron highland eco park camping nature cameron highland nature eco nature eco ,popular eco park camping site surrounded lush greenery perfect picnic family recreation eco park camping nature cameron highland nature eco
152,153,Pine Valley Vila & Camper Site,Stay in nature-inspired villas or camp amidst pine trees with cool highland air and scenic views.,"camping, villa, cameron highlands, nature",Nature & Eco,Cameron Highlands,Pahang,150,400,2:00 PM â€“ 12:00 PM,Daily,Not mentioned,4.7,HO150,Pine Valley Resort,010-889 2310,https://www.facebook.com/PineValleyVila,14:00:00,12:00:00,Paid,stay natureinspired villa camp amidst pine tree cool highland air scenic view,camping villa cameron highland nature,nature eco,stay natureinspired villa camp amidst pine tree cool highland air scenic view camping villa cameron highland nature camping villa cameron highland nature camping villa cameron highland nature nature eco nature eco ,stay natureinspired villa camp amidst pine tree cool highland air scenic view camping villa cameron highland nature nature eco
153,154,Zakka Campsite,Minimalist-style campsite offering a cozy escape into Cameron Highlandsâ€™ serene landscape.,"camping, glamping, cameron highlands, outdoor",Nature & Eco,Cameron Highlands,Pahang,80,180,2:00 PM â€“ 12:00 PM,Daily,Not mentioned,4.9,HO151,Zakka Campsite,017-671 9933,https://www.facebook.com/ZakkaCampsite,14:00:00,12:00:00,Paid,minimaliststyle campsite offering cozy escape cameron highland serene landscape,camping glamping cameron highland outdoor,nature eco,minimaliststyle campsite offering cozy escape cameron highland serene landscape camping glamping cameron highland outdoor camping glamping cameron highland outdoor camping glamping cameron highland outdoor nature eco nature eco ,minimaliststyle campsite offering cozy escape cameron highland serene landscape camping glamping cameron highland outdoor nature eco
